%Grid																										
-0.02	0.02	0.06	0.1	0.14	0.18	0.22	0.26	0.3	0.34	0.38	0.42	0.46	0.5	0.54	0.58	0.62	0.66	0.7	0.74	0.78	0.82	0.86	0.9	0.94	0.98	1.02
-0.02	0.02	0.06	0.1	0.14	0.18	0.22	0.26	0.3	0.34	0.38	0.42	0.46	0.5	0.54	0.58	0.62	0.66	0.7	0.74	0.78	0.82	0.86	0.9	0.94	0.98	1.02
%Data																										
0.228441674	0.57477111	0.071837395	0.155478981	1.286234561	1.016396399	0.254240909	0.289562517	1.441672687	0.072434684	1.658976385	0.601083294	0.510959783	0.928927171	0.475980606	2.089763103	0.65686887	2.550783302	2.094923142	1.628928915	0.526172527	1.158711849	2.132744431	0.379071722	1.188515024	0.228441674	0.57477111
6.64413508	4.290450131	4.162513419	0.550123676	1.019997328	0.166757819	0.454068688	0.442665332	0.944309681	0.385829459	1.39539045	0.102622122	2.708447676	0.762510328	1.091431879	0.147872275	0.290436412	0.048855084	0.41494636	3.907692735	2.024043751	0.175397517	0.113289535	0.239515256	0.493691013	6.64413508	4.290450131
0.677021364	1.028464685	0.3746984	0.139604605	0.457948764	0.787123002	0.325290415	0.960353792	4.458501288	1.063098802	0.45804088	1.662951726	0.307173211	0.946452574	0.947648216	0.430984603	0.25575732	0.240768908	0.316934784	0.457705339	2.023267194	0.791780876	8.159920874	1.122498259	0.150562363	0.677021364	1.028464685
0.89089911	0.513481739	0.196879503	1.980760357	0.226213244	3.200513038	0.241397138	0.874861969	1.238531863	4.076105631	0.240604806	1.136934379	1.189483119	2.722824381	0.41228355	0.114918573	0.098394497	0.452203572	2.172169005	0.271994982	0.191473151	0.666928236	0.977216263	8.655539055	0.509434467	0.89089911	0.513481739
0.160793963	1.939360755	1.156635959	0.323435431	0.375451666	0.128709362	0.198856515	0.379706011	1.126656821	0.782543666	0.105893266	2.097825249	1.903227333	0.224216802	0.117627881	1.75100293	0.400757515	0.319186759	0.140075091	0.290407633	1.687409255	2.263638286	4.6450512	0.089333653	0.07077013	0.160793963	1.939360755
0.480970823	0.284705464	1.214563599	0.80795944	0.289107028	1.578783177	1.623626869	0.259969328	0.584038402	0.765742241	0.360028429	1.637066273	1.060423986	0.65511772	0.758550573	0.343170933	0.028435761	0.409910211	1.077762973	0.575250002	0.419538883	0.133714929	0.16302665	0.227758977	0.567143397	0.480970823	0.284705464
21.28810779	5.78245769	0.737297809	0.656278023	0.013629202	0.655108708	4.769782312	0.152805071	0.357821085	2.283549891	0.088068644	2.151620604	1.743165257	0.238851181	0.47143798	0.638839418	0.13025999	0.047849836	0.245068532	0.228510729	0.238152561	0.483620852	0.768065336	1.195551166	0.581356455	21.28810779	5.78245769
0.545316254	0.357916414	0.20314045	4.147602654	0.179804467	0.122355186	0.405279354	0.442044015	4.674732625	0.771650283	0.91242858	2.821280115	0.05341261	0.319988354	0.767600557	1.086621056	1.146486529	0.587617443	0.322034259	0.409385018	1.449440877	1.290419469	0.462236118	0.924699216	0.115522138	0.545316254	0.357916414
